date;month;week;brand;country;route;shipto;tot_net;tot_brt;rate
2020.05.21;5;21;REN;CZ;N;120318272;689.73;805.9;1.168428226
2020.05.21;5;21;REN;CZ;N;120318273;60.97;112.77;1.849598163
2020.05.21;5;21;REN;CZ;N;120318274;192.86;367.67;1.906408794
2020.05.21;5;21;REN;CZ;N;120318275;14.82;96.68;6.523616734
2020.05.21;5;21;REN;CZ;N;120318279;13.31;86;6.461307288
2020.05.21;5;21;REN;CZ;N;120318281;34.95;86;2.460658083
2020.05.21;5;21;REN;CZ;N;120318282;1826.44;1942.06;1.063303476
2020.05.21;5;21;REN;CZ;N;120318284;16.72;102.56;6.133971292
2020.05.21;5;21;REN;CZ;N;120318286;309.9;756.88;2.442336237
2020.05.21;5;21;REN;CZ;N;120318287;986.37;1085.77;1.100773543
2020.05.21;5;21;REN;CZ;N;120318991;186.9;461.32;2.468271803
2020.05.21;5;21;REN;HU;V;134810001;917.02;2071.23;2.258653028
2020.05.21;5;21;REN;HU;V;134810004;89.42;306.47;3.427309327
2020.05.21;5;21;REN;HU;V;134810008;139.17;353.96;2.543364231
2020.05.21;5;21;REN;HU;V;134810013;143.38;342.76;2.390570512
2020.05.21;5;21;REN;HU;V;134810016;84.52;306.47;3.626005679
2020.05.21;5;21;REN;HU;V;134810051;1533.91;1983.93;1.293380968
2020.05.21;5;21;REN;HU;V;134810072;1155.66;1401.97;1.213133621
2020.05.21;5;21;REN;HU;V;134810075;923.62;1104.83;1.196195405
2020.05.21;5;21;REN;HU;V;134810087;432.23;657.94;1.522198829
2020.05.21;5;21;REN;HU;V;134810088;136.95;388.98;2.840306681
2020.05.21;5;21;REN;HU;V;134810092;492.92;597.13;1.211413617
2020.05.21;5;21;REN;HU;V;134810101;1591.13;2527.65;1.588587985
2020.05.21;5;21;REN;HU;V;134810103;374.2;720;1.924104757
2020.05.21;5;21;REN;HU;V;134810104;195.72;351.73;1.797108114
2020.05.21;5;21;REN;HU;V;134810105;220.26;801.13;3.637201489
2020.05.21;5;21;REN;HU;V;134810120;1.44;8;5.555555556
2020.05.21;5;21;REN;HU;V;134810125;4.26;51;11.97183099
2020.05.21;5;21;REN;HU;V;134810129;1179.58;1253.78;1.062903745
2020.05.21;5;21;REN;HU;V;134810138;336.82;1428.35;4.240692358
2020.05.21;5;21;REN;HU;V;134810141;41.21;128.54;3.119145838
2020.05.21;5;21;REN;HU;V;134810142;2117.35;2512.16;1.186464212
2020.05.21;5;21;REN;HU;V;134810144;0.9;59;65.55555556
2020.05.21;5;21;REN;HU;V;134810146;638.89;544.94;0.852948082
2020.05.21;5;21;REN;HU;V;134810149;61.19;315.84;5.161627717
2020.05.21;5;21;REN;HU;V;134810150;2586.45;3017;1.166463686
2020.05.21;5;21;REN;HU;V;134810151;480.69;551.38;1.147059435
2020.05.21;5;21;REN;HU;V;134810159;43.69;68.86;1.576104372
2020.05.21;5;21;REN;HU;V;134810174;740.11;1351.71;1.826363649
2020.05.21;5;21;REN;HU;V;134810175;497.38;1042.6;2.096184004
2020.05.21;5;21;REN;HU;V;134810176;57.19;111.77;1.954362651
2020.05.21;5;21;REN;HU;V;134810177;1402.37;1844.37;1.31518073
2020.05.21;5;21;REN;HU;V;134810187;359.83;595.19;1.654086652
2020.05.21;5;21;REN;HU;V;134810188;417.22;813.6;1.950050333
2020.05.21;5;21;REN;HU;V;134810192;9.62;86;8.93970894
2020.05.21;5;21;REN;HU;V;134810193;124.06;124.16;1.000806062
2020.05.21;5;21;REN;HU;V;134810194;532.05;701.66;1.318785828
2020.05.21;5;21;REN;HU;V;134810196;28.86;28.96;1.003465003
2020.05.21;5;21;REN;HU;V;134810198;379.82;586.08;1.543046706
2020.05.21;5;21;REN;HU;V;134810200;56.89;112.36;1.97503955
2020.05.21;5;21;REN;HU;V;134810201;591.2;1155.46;1.954431664
2020.05.21;5;21;REN;HU;V;134810202;759.5;766.3;1.008953259
2020.05.21;5;21;REN;HU;V;134810203;1.82;8;4.395604396
2020.05.21;5;21;REN;HU;V;134810204;5460.54;6261.75;1.146727247
2020.05.21;5;21;REN;SK;T;170300003;787.33;1273.21;1.617123697
2020.05.21;5;21;REN;SK;T;170300006;161.48;232.09;1.437267773
2020.05.21;5;21;REN;SK;T;170300007;171.88;306.47;1.783046311
2020.05.21;5;21;REN;SK;T;170300010;85.2;90.65;1.063967136
2020.05.21;5;21;REN;SK;T;170300014;1101.93;1286.67;1.167651303
2020.05.21;5;21;REN;SK;T;170300023;1197.74;1570.63;1.311328001
2020.05.21;5;21;REN;SK;T;170300024;1168.56;1379.7;1.180683919
2020.05.21;5;21;REN;SK;T;170300027;635.34;641.28;1.009349325
2020.05.21;5;21;REN;SK;T;170300029;1176.08;1265.14;1.075726141
2020.05.21;5;21;REN;SK;T;170300030;345.52;520.07;1.505180597
2020.05.21;5;21;REN;SK;T;170300034;206.93;270.94;1.309331658
2020.05.21;5;21;REN;SK;T;170300035;79.91;278.69;3.487548492
2020.05.21;5;21;REN;SK;T;170300036;275.27;486.22;1.766338504
2020.05.21;5;21;REN;SK;T;170300038;29.7;51;1.717171717
2020.05.21;5;21;REN;SK;T;170300039;53.43;132.58;2.481377503
2020.05.21;5;21;REN;SK;T;170335033;870;960.76;1.104321839
2020.05.21;5;21;REN;SK;T;170335041;32.1;228.47;7.117445483
2020.05.21;5;21;REN;SK;T;170335102;1046.1;1230.97;1.176723067
2020.05.21;5;21;REN;SK;T;170335107;1506.22;1704.18;1.131428344
2020.05.21;5;21;REN;SK;T;170335109;23.64;57.33;2.425126904
2020.05.21;5;21;REN;SK;T;170335116;40.52;134.88;3.328726555
2020.05.21;5;21;REN;SK;T;170335117;1270.92;1402.99;1.103916848
2020.05.21;5;21;REN;SK;T;170335118;318.86;513.95;1.611835915
2020.05.22;5;21;REN;AT;J;104000001;3951.84;6099.35;1.54342028
2020.05.22;5;21;REN;AT;Q;104000003;1234.52;3188.26;2.582590805
2020.05.22;5;21;REN;AT;Q;104000005;2601.61;3721.43;1.430433462
2020.05.22;5;21;REN;AT;Q;104000009;84.7;181.22;2.139551358
2020.05.22;5;21;REN;AT;R;104000011;678.46;732.25;1.079282493
2020.05.22;5;21;REN;AT;R;104000084;746.92;1847.11;2.472968993
2020.05.22;5;21;REN;AT;J;104000085;1092.08;1236.7;1.132426196
2020.05.22;5;21;REN;AT;B;104000099;6758.87;12246.62;1.81193306
2020.05.22;5;21;REN;AT;R;104000101;55.04;62.72;1.139534884
2020.05.22;5;21;REN;AT;R;104000105;1.31;8;6.106870229
2020.05.22;5;21;REN;AT;J;104000138;30.88;112.35;3.638277202
2020.05.22;5;21;REN;AT;J;104000141;649.41;877.81;1.351703854
2020.05.22;5;21;REN;AT;P;104000142;24.72;130.94;5.296925566
2020.05.22;5;21;REN;AT;P;104000143;492.29;552.8;1.122915355
2020.05.22;5;21;REN;AT;P;104000155;1490.09;2055.01;1.37911804
2020.05.22;5;21;REN;AT;J;104000156;1763.22;3678.88;2.086455462
2020.05.22;5;21;REN;AT;J;104000157;122;335.68;2.75147541
2020.05.22;5;21;REN;AT;R;104000166;395.55;1494.99;3.779522184
2020.05.22;5;21;REN;AT;R;104000167;504.04;799.7;1.58658043
2020.05.22;5;21;REN;AT;J;104000173;1720.41;2744.24;1.595108143
2020.05.22;5;21;REN;AT;J;104000175;531.34;1673.6;3.149772274
2020.05.22;5;21;REN;AT;Q;104000177;2826.35;5503.7;1.94728183
2020.05.22;5;21;REN;AT;R;104007001;900.79;1897.33;2.106295585
2020.05.22;5;21;REN;AT;Q;104007020;160.38;306.47;1.910899115
2020.05.22;5;21;REN;AT;P;104007039;9848.26;13926.29;1.414086346
2020.05.22;5;21;REN;AT;P;104007040;829.3;1978.77;2.386072591
2020.05.22;5;21;REN;AT;P;104007041;22.9;124.23;5.42489083
2020.05.22;5;21;REN;AT;Q;104007045;833.48;868.31;1.041788645
2020.05.22;5;21;REN;AT;J;104007067;357.06;592.42;1.659160925
2020.05.22;5;21;REN;AT;R;104010011;1280.7;1233.83;0.963402827
2020.05.22;5;21;REN;AT;R;104010014;1375.38;2163.3;1.572874406
2020.05.22;5;21;REN;AT;J;104010017;1031.7;2171.93;2.105195309
2020.05.22;5;21;REN;AT;J;104010034;941.68;2155.35;2.288834848
2020.05.22;5;21;REN;AT;Q;104010047;19.88;86;4.325955734
2020.05.22;5;21;REN;AT;Q;104010053;99.94;278.76;2.789273564
2020.05.22;5;21;REN;AT;Q;104010055;355.84;590.25;1.658751124
2020.05.22;5;21;REN;AT;J;104010061;216.62;406.03;1.87438833
2020.05.22;5;21;REN;AT;R;104010063;692.08;1820.93;2.631097561
2020.05.22;5;21;REN;AT;P;104010069;1126.86;1641.81;1.456977797
2020.05.22;5;21;REN;AT;P;104010072;1015.32;1044.8;1.029035181
2020.05.22;5;21;REN;AT;J;104010074;1767.26;1870.13;1.058208753
2020.05.22;5;21;REN;AT;J;104010076;161.48;194.05;1.201696805
2020.05.22;5;21;REN;AT;Q;104010088;25.65;170.86;6.661208577
2020.05.22;5;21;REN;AT;Q;104010090;804.78;954.7;1.186286936
2020.05.22;5;21;REN;AT;B;104010096;636.14;2878.44;4.52485302
2020.05.22;5;21;REN;AT;R;104010099;1751.6;2558.52;1.460675953
2020.05.22;5;21;REN;AT;J;104010101;1164.39;1351.03;1.160289937
2020.05.22;5;21;REN;AT;R;104010102;825.14;1838.5;2.228106746
2020.05.22;5;21;REN;AT;J;104010106;232.45;369.44;1.589331039
2020.05.22;5;21;REN;AT;Q;104020010;84.61;302.68;3.577354923
2020.05.22;5;21;REN;AT;Q;104020042;206.1;238.19;1.155701116
2020.05.22;5;21;REN;AT;Q;104020082;340.32;461.46;1.355959097
2020.05.22;5;21;REN;AT;Q;104020179;704.1;1020.87;1.449893481
2020.05.22;5;21;REN;AT;Q;104020208;2628.61;3721.99;1.415953679
2020.05.22;5;21;REN;CZ;N;120318032;3508.39;4348.3;1.239400409
2020.05.22;5;21;REN;CZ;N;120318039;100.05;315.82;3.156621689
2020.05.22;5;21;REN;CZ;N;120318041;1107.01;1930.63;1.744004119
2020.05.22;5;21;REN;CZ;N;120318044;516.99;746.88;1.44467011
2020.05.22;5;21;REN;CZ;N;120318058;350.66;555.83;1.585096675
2020.05.22;5;21;REN;CZ;N;120318060;471.97;1414.21;2.996398076
2020.05.22;5;21;REN;CZ;N;120318061;36.07;125.59;3.481840865
2020.05.22;5;21;REN;CZ;N;120318069;898.23;979.49;1.090466807
2020.05.22;5;21;REN;CZ;N;120318079;2502.62;3013.03;1.20395026
2020.05.22;5;21;REN;CZ;N;120318082;116.67;410.47;3.518213765
2020.05.22;5;21;REN;CZ;N;120318112;1355.25;1406.78;1.038022505
2020.05.22;5;21;REN;CZ;N;120318168;1140.68;3346.07;2.933399376
2020.05.22;5;21;REN;CZ;N;120318172;65.29;182.36;2.793077041
2020.05.22;5;21;REN;CZ;N;120318173;124.48;199.87;1.60563946
2020.05.22;5;21;REN;CZ;N;120318175;500.33;1687.06;3.37189455
2020.05.22;5;21;REN;CZ;N;120318187;75;75.1;1.001333333
2020.05.22;5;21;REN;CZ;N;120318188;239.47;318.66;1.330688604
2020.05.22;5;21;REN;CZ;N;120318189;20.54;94.47;4.599318403
2020.05.22;5;21;REN;CZ;N;120318191;91.37;358.06;3.918791726
2020.05.22;5;21;REN;CZ;N;120318197;917.67;1021.7;1.113363192
2020.05.22;5;21;REN;CZ;N;120318198;1292.71;1473.24;1.139652358
2020.05.22;5;21;REN;CZ;N;120318201;4532.57;5339.47;1.178022623
2020.05.22;5;21;REN;CZ;N;120318208;638.16;839.76;1.315908236
2020.05.22;5;21;REN;CZ;N;120318209;1870.32;2608.65;1.394761324
2020.05.22;5;21;REN;CZ;N;120318210;675.14;759.86;1.125485085
2020.05.22;5;21;REN;CZ;N;120318212;233.53;430.43;1.843146491
2020.05.22;5;21;REN;CZ;N;120318214;2570.1;3689.34;1.435485001
2020.05.22;5;21;REN;CZ;N;120318220;4349.35;5296.57;1.217784267
2020.05.22;5;21;REN;CZ;N;120318221;307.07;534.81;1.741654997
2020.05.22;5;21;REN;CZ;N;120318228;1175.55;1347.02;1.145863638
2020.05.22;5;21;REN;CZ;N;120318234;31.41;97.6;3.107290672
2020.05.22;5;21;REN;CZ;N;120318240;7.62;161;21.12860892
2020.05.22;5;21;REN;CZ;N;120318241;1586.08;2703.13;1.704283517
2020.05.22;5;21;REN;CZ;N;120318247;3;86;28.66666667
2020.05.22;5;21;REN;CZ;N;120318262;624.93;873.23;1.3973245
2020.05.22;5;21;REN;CZ;N;120318267;1391.99;2126.74;1.527841436
2020.05.22;5;21;REN;CZ;N;120318271;11.33;86;7.590467785
2020.05.22;5;21;REN;CZ;N;120318272;128.99;306.47;2.375920614
2020.05.22;5;21;REN;CZ;N;120318274;275.15;524.72;1.907032528
2020.05.22;5;21;REN;CZ;N;120318275;393.16;462.27;1.175780853
2020.05.22;5;21;REN;CZ;N;120318279;603.16;866.88;1.437230586
2020.05.22;5;21;REN;CZ;N;120318282;2599.51;3414.07;1.313351362
2020.05.22;5;21;REN;CZ;N;120318284;122.05;356.69;2.922490782
2020.05.22;5;21;REN;CZ;N;120318286;11.83;170.86;14.44294167
2020.05.22;5;21;REN;CZ;N;120318287;2446;3420.78;1.398520033
2020.05.22;5;21;REN;CZ;N;120318991;2511.95;2463.03;0.98052509
2020.05.22;5;21;REN;HU;V;134810001;1544.59;2455.46;1.589716365
2020.05.22;5;21;REN;HU;V;134810004;46.3;156.02;3.369762419
2020.05.22;5;21;REN;HU;V;134810008;363.18;629.67;1.733768379
2020.05.22;5;21;REN;HU;V;134810013;31.11;101.6;3.265830923
2020.05.22;5;21;REN;HU;V;134810016;1308.08;1773.2;1.355574583
2020.05.22;5;21;REN;HU;V;134810051;20.55;86;4.184914842
2020.05.22;5;21;REN;HU;V;134810072;85.18;334.13;3.922634421
2020.05.22;5;21;REN;HU;V;134810075;501.94;920.41;1.833705224
2020.05.22;5;21;REN;HU;V;134810087;3054.99;3344.66;1.094818641
2020.05.22;5;21;REN;HU;V;134810088;88.17;306.47;3.475898832
2020.05.22;5;21;REN;HU;V;134810092;1169.53;1417.53;1.212050995
2020.05.22;5;21;REN;HU;V;134810101;2867.98;3271.92;1.140844776
2020.05.22;5;21;REN;HU;V;134810103;790.1;908.75;1.150170864
2020.05.22;5;21;REN;HU;V;134810104;368.65;511.73;1.388118812
2020.05.22;5;21;REN;HU;V;134810105;497.6;597.94;1.20164791
2020.05.22;5;21;REN;HU;V;134810120;161.45;337.8;2.092288634
2020.05.22;5;21;REN;HU;V;134810125;83.73;92.5;1.104741431
2020.05.22;5;21;REN;HU;V;134810129;33.18;113.51;3.421036769
2020.05.22;5;21;REN;HU;V;134810138;2240.23;2311.75;1.031925293
2020.05.22;5;21;REN;HU;V;134810141;38;45.07;1.186052632
2020.05.22;5;21;REN;HU;V;134810142;1170.05;1712.11;1.463279347
2020.05.22;5;21;REN;HU;V;134810144;4;8;2
2020.05.22;5;21;REN;HU;V;134810146;228.61;378.34;1.654958226
2020.05.22;5;21;REN;HU;V;134810149;70.8;306.47;4.328672316
2020.05.22;5;21;REN;HU;V;134810150;351.73;934.28;2.656242004
2020.05.22;5;21;REN;HU;V;134810151;304.56;385.04;1.264250066
2020.05.22;5;21;REN;HU;V;134810159;32.28;83.92;2.599752169
2020.05.22;5;21;REN;HU;V;134810174;796.45;1312.93;1.648477619
2020.05.22;5;21;REN;HU;V;134810175;1236.22;1493.36;1.208005048
2020.05.22;5;21;REN;HU;V;134810176;385.09;392.87;1.020203069
2020.05.22;5;21;REN;HU;V;134810177;514.75;1044.28;2.028712967
2020.05.22;5;21;REN;HU;V;134810187;36.27;51;1.406120761
2020.05.22;5;21;REN;HU;V;134810188;642.7;798.17;1.241901354
2020.05.22;5;21;REN;HU;V;134810192;165.43;383.87;2.320437647
2020.05.22;5;21;REN;HU;V;134810193;3.59;228.47;63.64066852
2020.05.22;5;21;REN;HU;V;134810194;933.77;1040.45;1.114246549
2020.05.22;5;21;REN;HU;V;134810198;362.16;407.2;1.124364922
2020.05.22;5;21;REN;HU;V;134810200;259.03;339.67;1.311315292
2020.05.22;5;21;REN;HU;V;134810201;1127.95;1360.75;1.206392127
2020.05.22;5;21;REN;HU;V;134810203;42.6;120.58;2.830516432
2020.05.22;5;21;REN;HU;V;134810204;1568.29;2598.78;1.657078729
2020.05.22;5;21;REN;SK;T;170300003;1302.86;1456.07;1.117595137
2020.05.22;5;21;REN;SK;T;170300006;236.18;350.96;1.485985265
2020.05.22;5;21;REN;SK;T;170300007;1859.91;2088.9;1.123118861
2020.05.22;5;21;REN;SK;T;170300010;38.46;86;2.236089444
2020.05.22;5;21;REN;SK;T;170300014;484.49;690.49;1.425189374
2020.05.22;5;21;REN;SK;T;170300023;280.42;734.37;2.618821767
2020.05.22;5;21;REN;SK;T;170300024;32.89;306.47;9.318029796
2020.05.22;5;21;REN;SK;T;170300027;56.65;271.47;4.792056487
2020.05.22;5;21;REN;SK;T;170300029;1735.19;1860.18;1.072032458
2020.05.22;5;21;REN;SK;T;170300030;369.73;531.83;1.438428042
2020.05.22;5;21;REN;SK;T;170300034;120.64;306.47;2.540368037
2020.05.22;5;21;REN;SK;T;170300035;32.63;306.47;9.392277046
2020.05.22;5;21;REN;SK;T;170300036;1521.39;1878.61;1.234798441
2020.05.22;5;21;REN;SK;T;170300038;155.48;296.8;1.908927193
2020.05.22;5;21;REN;SK;T;170300039;1.84;51;27.7173913
2020.05.22;5;21;REN;SK;T;170335033;2080.48;2504.86;1.203981773
2020.05.22;5;21;REN;SK;T;170335041;161.45;395;2.446577888
2020.05.22;5;21;REN;SK;T;170335102;64.9;93.85;1.446070878
2020.05.22;5;21;REN;SK;T;170335107;4023.86;3605.4;0.896005328
2020.05.22;5;21;REN;SK;T;170335109;809.65;904.46;1.117099981
2020.05.22;5;21;REN;SK;T;170335114;34.22;111.79;3.266803039
2020.05.22;5;21;REN;SK;T;170335116;24.86;124.66;5.014481094
2020.05.22;5;21;REN;SK;T;170335117;1101.06;1985.47;1.803235064
2020.05.22;5;21;REN;SK;T;170335118;247.51;520.39;2.102500909
2020.05.22;5;21;NIS;AT;R;194000012;16.09;56.68;3.522684897
2020.05.22;5;21;NIS;AT;P;194000016;30.16;95.79;3.176061008
2020.05.22;5;21;NIS;AT;Q;194000037;254.15;358.08;1.408931733
2020.05.22;5;21;NIS;AT;J;194000038;4.61;51;11.06290672
2020.05.22;5;21;NIS;AT;P;194000039;1.16;8;6.896551724
2020.05.22;5;21;NIS;AT;Q;194000047;75.02;353.45;4.711410291
2020.05.22;5;21;NIS;AT;Q;194000048;32.26;51;1.580905146
2020.05.22;5;21;NIS;AT;P;194000054;144.96;184.67;1.273937638
2020.05.22;5;21;NIS;AT;P;194000055;10.32;17.21;1.667635659
2020.05.22;5;21;NIS;AT;J;194000056;1526.27;1727.64;1.131936027
2020.05.22;5;21;NIS;AT;R;194000068;47.75;51;1.068062827
2020.05.22;5;21;NIS;AT;Q;194000071;340.57;379.6;1.114601991
2020.05.22;5;21;NIS;AT;P;194000075;7.15;8;1.118881119
2020.05.22;5;21;NIS;AT;J;194000076;1040.31;1047.38;1.006796051
2020.05.22;5;21;NIS;AT;J;194000083;13.88;20.23;1.457492795
2020.05.22;5;21;NIS;AT;R;194000093;29.11;69.49;2.387152181
2020.05.22;5;21;NIS;AT;B;194000102;1530.22;3365.96;2.199657566
2020.05.22;5;21;NIS;AT;R;194000110;590.75;639.42;1.082386796
2020.05.22;5;21;NIS;AT;J;194000118;18.57;26.49;1.426494346
2020.05.22;5;21;NIS;AT;P;194000120;88.79;126.95;1.429778128
2020.05.22;5;21;NIS;AT;P;194000145;2313.92;2359.22;1.019577168
2020.05.22;5;21;NIS;AT;J;194000147;0.68;8;11.76470588
2020.05.22;5;21;NIS;AT;Q;194000148;789.18;839.36;1.063584987
2020.05.22;5;21;NIS;AT;Q;194000149;4.61;8;1.735357918
2020.05.22;5;21;NIS;AT;R;194000168;34.66;61.59;1.776976342
2020.05.22;5;21;NIS;AT;P;194000200;773.38;896.25;1.158874033
2020.05.22;5;21;NIS;AT;R;194000202;7.26;86;11.84573003
2020.05.22;5;21;NIS;AT;R;194000204;23.97;61.08;2.548185232
2020.05.22;5;21;NIS;AT;R;194000208;40.27;61.8;1.534641172
2020.05.22;5;21;NIS;AT;R;194000210;0.15;8;53.33333333
2020.05.22;5;21;NIS;AT;R;194000211;0.04;8;200
2020.05.22;5;21;NIS;AT;P;194000219;0.03;8;266.6666667
2020.05.22;5;21;NIS;AT;R;194000220;399.33;474.43;1.188065009
2020.05.22;5;21;NIS;AT;R;194000222;12.62;51;4.041204437
2020.05.22;5;21;NIS;AT;R;194000224;524.28;606.54;1.156900893
2020.05.22;5;21;NIS;AT;R;194000231;11.98;20.07;1.675292154
2020.05.22;5;21;NIS;AT;R;194000239;95.39;102.81;1.077785931
2020.05.22;5;21;NIS;AT;R;194000248;3.88;51;13.1443299
2020.05.22;5;21;NIS;AT;R;194000255;4.5;8;1.777777778
2020.05.22;5;21;NIS;AT;R;194000258;686.87;715.63;1.041871096
2020.05.22;5;21;NIS;AT;R;194000267;519.56;568.78;1.094734006
2020.05.22;5;21;NIS;AT;R;194000268;196.29;203.12;1.034795456
2020.05.22;5;21;NIS;AT;R;194000270;150.43;228.31;1.517715881
2020.05.22;5;21;NIS;AT;Q;194000300;752.62;900.32;1.196247774
2020.05.22;5;21;NIS;AT;P;194000340;44.92;162.27;3.612422084
2020.05.22;5;21;NIS;AT;R;194000402;1142.5;1148.97;1.00566302
2020.05.22;5;21;NIS;AT;R;194000403;32.03;51;1.592257259
2020.05.22;5;21;NIS;AT;R;194000405;654.53;660.42;1.008998824
2020.05.22;5;21;NIS;AT;P;194000407;261.66;339.15;1.296147673
2020.05.22;5;21;NIS;AT;P;194000410;1013.3;1020.99;1.007589065
2020.05.22;5;21;NIS;AT;P;194000419;514.96;757.93;1.471823054
2020.05.22;5;21;NIS;AT;P;194000422;340.58;383.5;1.126020318
2020.05.22;5;21;NIS;AT;J;194000424;551.18;823.58;1.494212417
2020.05.22;5;21;NIS;AT;P;194000428;91.63;98.89;1.079231693
2020.05.22;5;21;NIS;AT;R;194000442;12.26;18.68;1.52365416
2020.05.22;5;21;NIS;AT;P;194000447;1265.74;1308.33;1.033648301
2020.05.22;5;21;NIS;AT;P;194000469;29.13;86;2.95228287
2020.05.22;5;21;NIS;AT;P;194000480;2070.78;2074.25;1.001675697
2020.05.22;5;21;NIS;AT;J;194000484;17.76;63.08;3.551801802
2020.05.22;5;21;NIS;AT;J;194000507;810.08;1075.35;1.327461485
2020.05.22;5;21;NIS;AT;J;194000523;822.96;905.9;1.100782541
2020.05.22;5;21;NIS;AT;Q;194000601;3.07;51;16.61237785
2020.05.22;5;21;NIS;AT;J;194000602;6.63;51;7.692307692
2020.05.22;5;21;NIS;AT;Q;194000605;2.28;51;22.36842105
2020.05.22;5;21;NIS;AT;Q;194000608;3406.7;3589.13;1.053550357
2020.05.22;5;21;NIS;AT;Q;194000609;5.99;51;8.514190317
2020.05.22;5;21;NIS;AT;Q;194000619;530.37;758.6;1.430322228
2020.05.22;5;21;NIS;AT;Q;194000640;38.01;51;1.34175217
2020.05.22;5;21;NIS;AT;J;194000688;1.4;8;5.714285714
2020.05.22;5;21;NIS;AT;Q;194000701;78.31;86.4;1.103307368
2020.05.22;5;21;NIS;AT;Q;194000717;148.35;327.16;2.205325244
2020.05.22;5;21;NIS;AT;Q;194000730;74.96;82.91;1.106056564
2020.05.22;5;21;NIS;AT;Q;194000732;291.68;427.35;1.465133022
2020.05.22;5;21;NIS;AT;J;194000799;41.97;271.47;6.468191565
2020.05.22;5;21;NIS;AT;J;194000800;6.47;51;7.882534776
2020.05.22;5;21;NIS;AT;J;194000801;75.53;102.2;1.353104727
2020.05.22;5;21;NIS;AT;J;194000810;438.98;676.41;1.540867465
2020.05.22;5;21;NIS;AT;Q;194000816;32.29;80.53;2.493960979
2020.05.22;5;21;NIS;AT;J;194000818;136.01;314.45;2.311962356
2020.05.22;5;21;NIS;AT;J;194000826;139.41;146.88;1.053582957
2020.05.22;5;21;NIS;AT;J;194000838;407.55;507.75;1.245859404
2020.05.22;5;21;NIS;AT;J;194000840;104.53;306.47;2.931885583
2020.05.22;5;21;NIS;AT;J;194000919;43.95;94.14;2.141979522
2020.05.22;5;21;NIS;SL;Q;197050014;12570.75;13574.89;1.079879084
2020.05.25;5;22;REN;AT;J;104000001;1313.56;2277.2;1.733609428
2020.05.25;5;22;REN;AT;Q;104000003;4508.74;5947.62;1.319131287
2020.05.25;5;22;REN;AT;Q;104000005;2183.21;2962.69;1.357033909
2020.05.25;5;22;REN;AT;Q;104000009;464.74;1403.6;3.020183328
2020.05.25;5;22;REN;AT;R;104000011;456.47;669.86;1.467478695
2020.05.25;5;22;REN;AT;R;104000084;1586.62;2483.11;1.565031324
2020.05.25;5;22;REN;AT;J;104000085;728.1;942.38;1.294300233
2020.05.25;5;22;REN;AT;B;104000099;6966.06;13898.19;1.995129241
2020.05.25;5;22;REN;AT;R;104000101;60.36;143.85;2.383200795
2020.05.25;5;22;REN;AT;R;104000105;29.04;94.62;3.258264463
2020.05.25;5;22;REN;AT;J;104000138;870.38;1211.81;1.392276937
2020.05.25;5;22;REN;AT;J;104000141;142.28;223.6;1.571549058
2020.05.25;5;22;REN;AT;P;104000142;18.38;86;4.678998912
2020.05.25;5;22;REN;AT;P;104000143;412.73;1412.26;3.42175272
2020.05.25;5;22;REN;AT;P;104000155;525.39;606.8;1.15495156
2020.05.25;5;22;REN;AT;J;104000156;2241.4;3417.64;1.524779156
2020.05.25;5;22;REN;AT;J;104000157;438.04;838.08;1.913249932
2020.05.25;5;22;REN;AT;R;104000166;62.03;229.17;3.69450266
2020.05.25;5;22;REN;AT;R;104000167;622.1;801.71;1.288715641
2020.05.25;5;22;REN;AT;J;104000173;541.08;928;1.715088342
2020.05.25;5;22;REN;AT;J;104000175;11.29;86;7.617360496
2020.05.25;5;22;REN;AT;Q;104000177;2432.59;2630.55;1.081378284
2020.05.25;5;22;REN;AT;R;104007001;91.38;190;2.079229591
2020.05.25;5;22;REN;AT;Q;104007020;1125.03;1323.19;1.176137525
2020.05.25;5;22;REN;AT;P;104007039;4498.39;5332.8;1.185490809
2020.05.25;5;22;REN;AT;P;104007040;1163.64;1279.17;1.099283283
2020.05.25;5;22;REN;AT;P;104007041;175.26;341.58;1.948990072
2020.05.25;5;22;REN;AT;Q;104007045;93.79;197.88;2.10981981
2020.05.25;5;22;REN;AT;J;104007067;103.05;167.92;1.629500243
2020.05.25;5;22;REN;AT;R;104010011;169.62;280.66;1.654639783
2020.05.25;5;22;REN;AT;R;104010014;610.16;1688.19;2.766798872
2020.05.25;5;22;REN;AT;J;104010017;1768;1959.97;1.108580317
2020.05.25;5;22;REN;AT;J;104010034;1291.74;2333.57;1.806532274
2020.05.25;5;22;REN;AT;Q;104010047;63.73;324.23;5.087556881
2020.05.25;5;22;REN;AT;Q;104010053;929.64;972.53;1.046136139
2020.05.25;5;22;REN;AT;Q;104010055;65.22;100.32;1.538178473
2020.05.25;5;22;REN;AT;R;104010063;317.49;572.47;1.803111909
2020.05.25;5;22;REN;AT;P;104010069;547.77;793.84;1.449221389
2020.05.25;5;22;REN;AT;P;104010072;4309.26;4938.87;1.146106292
2020.05.25;5;22;REN;AT;J;104010074;1107.09;1448.52;1.308403111
2020.05.25;5;22;REN;AT;J;104010076;29.34;220.47;7.514314928
2020.05.25;5;22;REN;AT;Q;104010088;301.01;392.18;1.302880303
2020.05.25;5;22;REN;AT;Q;104010090;176.27;243;1.378566971
